depth,branching,size,growth_30m,burstiness,label,event,root_id
3,17,22,21,-0.0133,0,charliehebdo,552837268160135169
3,17,20,18,0.451,0,charliehebdo,552837310707171328
1,8,9,4,0.4055,0,charliehebdo,552837484221300736
7,9,42,21,0.6295,0,charliehebdo,552837499937378305
1,2,3,3,-0.0832,0,charliehebdo,552837527640363010
1,8,9,5,0.4245,0,charliehebdo,552837561119686656
2,15,21,10,0.2935,0,charliehebdo,552837599304622080
2,4,6,1,0.1258,0,charliehebdo,552837610897694720
7,7,30,6,0.5309,0,charliehebdo,552837644959621120
2,12,15,6,0.1022,0,charliehebdo,552837655105658880
5,14,20,11,0.5613,0,charliehebdo,552837775498964992
1,7,8,5,0.2544,0,charliehebdo,552837814946394112
19,4,98,8,0.5364,0,charliehebdo,552837907174948864
1,6,7,2,0.2639,0,charliehebdo,552838074636718080
0,0,1,1,0.0,0,charliehebdo,552838105422913538
6,9,23,5,0.3859,0,charliehebdo,552838134627860480
4,16,26,3,0.2768,0,charliehebdo,552838171323817984
1,17,18,12,0.3667,0,charliehebdo,552838203078873089
1,2,3,3,-0.0235,0,charliehebdo,552838203276021760
17,10,57,14,0.4277,0,charliehebdo,552838287929663489
7,13,33,4,0.4925,0,charliehebdo,552838324977545216
2,16,20,20,-0.0206,0,charliehebdo,552838341843226624
1,2,3,2,-0.0217,0,charliehebdo,552838440103198720
14,12,33,7,0.4037,0,charliehebdo,552838479844216833
3,15,21,6,0.0854,0,charliehebdo,552838559393013760
2,10,12,10,0.4769,0,charliehebdo,552838568717344769
2,6,8,4,-0.1422,0,charliehebdo,552838613877411840
1,2,3,3,-0.5786,0,charliehebdo,552838710296080384
2,5,7,5,0.2453,0,charliehebdo,552839028350136320
4,3,12,6,0.3077,0,charliehebdo,552839103214288896
2,8,10,2,0.2925,0,charliehebdo,552839167575883776
2,15,18,9,0.3856,0,charliehebdo,552839190921351168
2,5,7,3,0.1167,0,charliehebdo,552839270395035649
0,0,1,1,0.0,0,charliehebdo,552839289919533056
1,6,7,5,0.3092,0,charliehebdo,552839385209917440
1,12,13,2,0.2841,0,charliehebdo,552839416620658688
7,15,30,13,0.5002,0,charliehebdo,552839518974660608
4,12,20,6,0.2776,0,charliehebdo,552839800433410049
2,17,21,20,0.1828,0,charliehebdo,552839843999645697
5,10,22,14,0.452,0,charliehebdo,552839869387399168
0,0,1,1,0.0,0,charliehebdo,552839936521830401
8,4,13,3,0.49,0,charliehebdo,552839972911611904
3,4,8,1,0.2531,0,charliehebdo,552839975843016706
3,12,15,8,0.4171,0,charliehebdo,552840037642297345
2,6,8,5,0.408,0,charliehebdo,552840067199533057
2,16,20,10,0.3126,0,charliehebdo,552840155728736256
2,17,20,13,0.0808,0,charliehebdo,552840606074953728
0,0,1,1,0.0,0,charliehebdo,552840728116994049
2,11,13,9,0.3013,0,charliehebdo,552840740007866368
6,17,28,16,0.5627,0,charliehebdo,552840805678084096
1,8,9,5,0.3945,0,charliehebdo,552840905213083648
2,18,21,9,0.404,0,charliehebdo,552840964025626624
3,8,13,8,0.348,0,charliehebdo,552841006799159296
3,17,23,22,0.6118,0,charliehebdo,552841043423805440
4,16,20,14,0.4948,0,charliehebdo,552841049467400192
1,4,5,4,0.1323,0,charliehebdo,552841157785694208
6,12,39,20,0.5558,0,charliehebdo,552841185199263745
4,11,16,9,0.5645,0,charliehebdo,552841287670308865
5,9,23,13,0.5015,0,charliehebdo,552841460681572352
5,12,29,19,0.1774,0,charliehebdo,552841477819473920
13,7,43,2,0.2784,0,charliehebdo,552841562963464195
1,3,4,1,0.0795,0,charliehebdo,552841583251701761
1,6,7,2,0.0157,0,charliehebdo,552841650582847488
1,13,14,8,0.2083,0,charliehebdo,552841684485414914
2,8,10,6,0.4556,0,charliehebdo,552842042242789377
2,3,5,1,0.1226,0,charliehebdo,552842140188147712
8,17,25,25,-0.1552,0,charliehebdo,552842236883652609
7,11,23,17,0.0522,0,charliehebdo,552842342143905794
3,11,17,7,0.569,0,charliehebdo,552842580929826816
2,14,17,10,-0.0106,0,charliehebdo,552842614555545600
17,5,40,1,0.6099,0,charliehebdo,552842642216988672
1,4,5,3,-0.0325,0,charliehebdo,552842755454799872
3,15,20,10,0.4482,0,charliehebdo,552842761565904896
5,17,43,11,0.7168,0,charliehebdo,552842814061424640
1,9,10,2,0.2329,0,charliehebdo,552842837516386304
2,18,21,10,0.5017,0,charliehebdo,552842983247466497
1,5,6,3,0.2682,0,charliehebdo,552843136238899200
10,29,68,8,0.5826,0,charliehebdo,552843174218321921
0,0,1,1,0.0,0,charliehebdo,552843236797349889
5,19,25,5,0.5185,0,charliehebdo,552843285468020736
1,4,5,3,-0.0048,0,charliehebdo,552843349246619648
9,5,27,2,0.4928,0,charliehebdo,552844023996907520
7,11,20,6,0.068,0,charliehebdo,552844100224172034
18,15,47,11,0.6642,0,charliehebdo,552844104418091008
1,8,9,4,0.1913,0,charliehebdo,552844167681159169
2,18,20,16,0.1613,0,charliehebdo,552844311096983552
4,14,28,7,0.3176,0,charliehebdo,552844436460560384
2,17,22,20,0.6205,0,charliehebdo,552844593046097920
5,5,23,3,0.4994,0,charliehebdo,552844643097120768
1,1,2,2,0.0,0,charliehebdo,552844767281688577
3,8,12,6,0.3215,0,charliehebdo,552844893148938240
4,4,10,8,0.2625,0,charliehebdo,552845017208061953
2,17,20,9,0.0041,0,charliehebdo,552845028130037760
5,14,25,24,0.218,0,charliehebdo,552845191003250688
2,10,14,11,0.4177,0,charliehebdo,552845250268766209
2,2,4,4,-0.4452,0,charliehebdo,552845255796461569
5,10,16,14,0.4271,0,charliehebdo,552845267289247744
3,16,24,19,0.5051,0,charliehebdo,552845393541988352
4,18,22,14,0.3583,0,charliehebdo,552845542536261634
3,15,21,17,0.4128,0,charliehebdo,552845654637436928
4,15,24,22,0.2749,0,charliehebdo,552845671477153793
13,6,56,9,0.5637,0,charliehebdo,552845711289909248
3,17,23,16,0.4723,0,charliehebdo,552845840247971842
18,13,50,13,0.3004,0,charliehebdo,552845868932800512
1,6,7,2,0.0683,0,charliehebdo,552846287314640897
9,8,28,7,0.6381,0,charliehebdo,552846337746952194
1,1,2,1,0.0,0,charliehebdo,552846353416867841
3,7,11,7,0.2517,0,charliehebdo,552846463467024384
5,14,20,10,0.2886,0,charliehebdo,552846544320618496
0,0,1,1,0.0,0,charliehebdo,552846565950627840
1,4,5,5,-0.0693,0,charliehebdo,552846625467817984
0,0,1,1,0.0,0,charliehebdo,552846698524184576
19,12,109,34,0.7477,0,charliehebdo,552846811359350788
3,17,20,10,0.1418,0,charliehebdo,552846874432909312
1,19,20,20,-0.076,0,charliehebdo,552846886626164736
1,7,8,6,-0.617,0,charliehebdo,552846893588709376
0,0,1,1,0.0,0,charliehebdo,552846905819291649
1,3,4,3,-0.1406,0,charliehebdo,552846938677059586
1,5,6,2,-0.1896,0,charliehebdo,552847035108323329
7,13,31,11,0.0358,0,charliehebdo,552847218403581953
7,14,35,12,0.2684,0,charliehebdo,552847230693310466
1,4,5,2,0.1923,0,charliehebdo,552847251207241728
5,9,24,10,0.2259,0,charliehebdo,552847370489430017
2,14,16,1,0.1765,0,charliehebdo,552847427410341890
3,15,25,7,0.2821,0,charliehebdo,552847488571678720
2,8,10,6,0.4215,0,charliehebdo,552847505763737600
5,17,31,2,0.5092,0,charliehebdo,552847548776742914
3,13,18,14,0.5712,0,charliehebdo,552847627319259137
5,18,29,20,0.4376,0,charliehebdo,552847905498103808
0,0,1,1,0.0,0,charliehebdo,552847959864274944
1,1,2,2,0.0,0,charliehebdo,552848013778251777
1,8,9,6,0.3124,0,charliehebdo,552848426812313600
19,17,66,3,0.5082,0,charliehebdo,552848478196736000
19,21,137,69,0.6798,0,charliehebdo,552848590373392384
2,13,16,12,0.2943,0,charliehebdo,552848653132767232
14,14,40,26,0.6805,0,charliehebdo,552848653980033025
3,4,8,5,0.3175,0,charliehebdo,552848701312737280
1,2,3,2,-0.1255,0,charliehebdo,552848704819183616
1,2,3,3,-0.3944,0,charliehebdo,552848726197559296
1,2,3,1,-0.0433,0,charliehebdo,552848961372176384
2,8,10,4,0.342,0,charliehebdo,552849116280393728
7,19,77,13,0.4766,0,charliehebdo,552849157694947328
3,19,29,12,-0.1067,0,charliehebdo,552849194944167936
2,16,20,13,0.4235,0,charliehebdo,552849248182865920
1,8,9,2,0.2965,0,charliehebdo,552849316021551105
1,3,4,4,-0.2811,0,charliehebdo,552849515271958528
1,11,12,3,0.1461,0,charliehebdo,552849585899462659
3,15,22,17,0.6291,0,charliehebdo,552849662991151104
11,9,42,17,0.3697,0,charliehebdo,552849797892542464
19,14,100,2,0.6148,0,charliehebdo,552849865680494595
1,12,13,7,0.4545,0,charliehebdo,552849968546213888
1,4,5,1,-0.2807,0,charliehebdo,552850022271033344
3,6,10,6,0.4741,0,charliehebdo,552850079074099201
2,10,12,5,0.3708,0,charliehebdo,552850092806258690
1,2,3,1,-0.3387,0,charliehebdo,552850116324130816
11,4,20,1,0.3021,0,charliehebdo,552850282410176512
1,17,18,3,0.5703,0,charliehebdo,552850379453366272
2,19,22,9,0.2399,0,charliehebdo,552850514132873217
3,16,21,7,0.5852,0,charliehebdo,552850533523136513
1,1,2,2,0.0,0,charliehebdo,552850599168196608
3,10,14,11,-0.0644,0,charliehebdo,552850603714826241
1,1,2,2,0.0,0,charliehebdo,552850611524599808
1,8,9,3,0.3695,0,charliehebdo,552850725467082752
9,13,42,17,0.1292,0,charliehebdo,552850925510225920
6,11,27,12,0.5987,0,charliehebdo,552851189675470849
4,20,24,12,0.3729,0,charliehebdo,552851305023414272
5,6,22,6,-0.0508,0,charliehebdo,552851421155299328
1,2,3,3,-0.2544,0,charliehebdo,552851433247477760
3,14,20,9,0.2824,0,charliehebdo,552851546384646145
9,12,34,17,-0.2114,0,charliehebdo,552851629624803328
10,15,53,9,0.4858,0,charliehebdo,552851679905734657
2,18,22,1,0.5794,0,charliehebdo,552851710880653312
2,18,20,10,0.2207,0,charliehebdo,552851772658561028
3,5,8,6,0.3339,0,charliehebdo,552851838928953344
4,7,12,8,0.383,0,charliehebdo,552851847581413377
2,9,11,8,0.2093,0,charliehebdo,552978030935941120
3,8,13,8,0.3316,0,charliehebdo,552978225010184193
2,18,20,17,0.188,0,charliehebdo,552978225094078464
1,5,6,4,0.244,0,charliehebdo,552978385572732928
4,12,22,1,0.4917,0,charliehebdo,552978435090681856
1,1,2,1,0.0,0,charliehebdo,552978519328686080
2,5,7,6,0.0172,0,charliehebdo,552978586559188992
2,15,18,8,0.3521,0,charliehebdo,552978642968780800
1,9,10,4,0.2881,0,charliehebdo,552978972963643392
1,5,6,4,0.163,0,charliehebdo,552979275776032768
9,13,32,8,0.5901,0,charliehebdo,552979420227842048
19,11,83,16,0.7625,0,charliehebdo,552979466050613248
1,19,20,13,0.3683,0,charliehebdo,552979571021447168
2,9,11,3,0.4319,0,charliehebdo,552979992603533312
1,3,4,2,0.1619,0,charliehebdo,552980288394231809
2,4,6,5,0.2261,0,charliehebdo,552980299769200640
4,8,23,8,0.607,0,charliehebdo,552980557836337152
2,18,21,18,0.2452,0,charliehebdo,552980632432050177
1,10,11,7,0.4141,0,charliehebdo,552980714610634753
2,3,6,1,0.3236,0,charliehebdo,552980760500916225
6,5,16,5,0.3023,0,charliehebdo,552980862774808577
1,19,20,13,0.2565,0,charliehebdo,552981008518500353
5,11,22,9,0.4398,0,charliehebdo,552981296839131136
3,17,22,20,0.3619,0,charliehebdo,552981531023921153
2,17,21,6,0.1873,0,charliehebdo,552981694979248128
14,7,38,3,0.4953,0,charliehebdo,552981889619722241
3,14,26,10,0.3896,0,charliehebdo,552982124274647042
1,3,4,2,0.0427,0,charliehebdo,552982263907241984
2,15,17,6,0.2557,0,charliehebdo,552982560146726912
4,13,21,20,0.6058,0,charliehebdo,552982635178635265
3,4,8,1,0.0639,0,charliehebdo,552982669840355329
2,15,18,9,0.3799,0,charliehebdo,552982813671043072
2,5,7,4,-0.0179,0,charliehebdo,552982816045408256
1,3,4,1,0.1329,0,charliehebdo,552982828963856384
11,9,26,6,0.461,0,charliehebdo,552982908865368064
1,3,4,2,0.1666,0,charliehebdo,552983003308515328
2,4,7,3,0.0546,0,charliehebdo,552983300730404864
2,12,14,9,0.3003,0,charliehebdo,552983656231628800
2,10,14,9,0.4361,0,charliehebdo,552983966932688897
2,15,22,7,0.5996,0,charliehebdo,552984231748829184
1,3,4,3,0.1371,0,charliehebdo,552984474729062401
2,13,16,8,0.423,0,charliehebdo,552984511051751425
1,7,8,3,0.2306,0,charliehebdo,552984527295873024
1,5,6,1,0.1591,0,charliehebdo,552984798671945728
2,8,10,3,0.168,0,charliehebdo,552984940900384769
18,5,27,5,0.2441,0,charliehebdo,552985297307598848
2,15,17,6,0.5129,0,charliehebdo,552985339011153920
8,6,34,17,0.5258,0,charliehebdo,552985389523148802
1,7,8,6,0.2077,0,charliehebdo,552985973445783552
3,2,5,3,-0.1176,0,charliehebdo,552986374765563904
1,12,13,5,0.0078,0,charliehebdo,553096943455727617
3,15,23,13,0.6117,0,charliehebdo,553096978788515840
2,9,11,6,0.3568,0,charliehebdo,553097004138913792
1,6,7,4,0.2446,0,charliehebdo,553098785132670976
1,16,17,6,0.4948,0,charliehebdo,553098796108750848
11,7,23,19,-0.0518,0,charliehebdo,553098799380717568
1,8,9,5,0.2903,0,charliehebdo,553099050409807872
2,15,18,7,0.41,0,charliehebdo,553099479381848064
3,12,20,13,0.3367,0,charliehebdo,553099800951136256
19,6,141,88,0.781,0,charliehebdo,553100203239428097
2,8,10,8,0.4051,0,charliehebdo,553100279089205249
1,9,10,3,0.3433,0,charliehebdo,553100922268942336
7,10,24,9,0.4474,0,charliehebdo,553100996855885824
1,6,7,3,-0.0785,0,charliehebdo,553101388926840832
1,2,3,3,-0.4804,0,charliehebdo,553101451271352320
2,11,17,7,0.3037,0,charliehebdo,553101858013581313
3,12,16,5,0.2387,0,charliehebdo,553102562665050112
1,6,7,4,-0.1559,0,charliehebdo,553102828743716864
1,3,4,2,0.1265,0,charliehebdo,553103134210666497
1,5,6,4,0.0575,0,charliehebdo,553103832717094912
1,3,4,2,0.1412,0,charliehebdo,553104539898089472
1,7,8,5,0.2122,0,charliehebdo,553104721503088640
3,17,21,10,0.3132,0,charliehebdo,553105121526427649
4,12,27,14,0.4636,0,charliehebdo,553105208008773632
14,7,49,18,0.6202,0,charliehebdo,553105460887572480
1,3,4,1,-0.0742,0,charliehebdo,553105493255000065
1,4,5,2,-0.1931,0,charliehebdo,553105942460760064
3,16,22,21,0.6125,0,charliehebdo,553106200242700289
6,13,26,15,0.5187,0,charliehebdo,553106334607228928
4,13,17,11,0.2912,0,charliehebdo,553106714682462209
1,10,11,6,0.2882,0,charliehebdo,553106869615472640
1,5,6,2,0.0821,0,charliehebdo,553107688591089664
4,18,23,13,0.4469,0,charliehebdo,553107939926736896
1,2,3,2,-0.7949,0,charliehebdo,553108153915944961
7,6,21,6,0.4545,0,charliehebdo,553108170726719488
2,12,14,5,0.394,0,charliehebdo,553108242856177664
1,7,8,4,0.1387,0,charliehebdo,553108804934856704
2,17,21,4,0.3802,0,charliehebdo,553109319764291584
0,0,1,1,0.0,0,charliehebdo,553109369886633984
6,17,24,2,0.5663,0,charliehebdo,553109813807575040
3,5,8,3,0.1882,0,charliehebdo,553110609513177088
1,4,5,1,0.0051,0,charliehebdo,553110751238701058
3,9,12,2,0.4172,0,charliehebdo,553110780745629696
19,16,52,17,0.482,0,charliehebdo,553110783761338368
19,7,84,21,0.7075,0,charliehebdo,553111157738057728
16,14,59,11,0.5655,0,charliehebdo,553111553235361792
5,18,25,15,0.3846,0,charliehebdo,553111820786204672
12,8,96,23,0.5983,0,charliehebdo,553112060788473856
3,8,15,3,0.1983,0,charliehebdo,553112230292496384
1,15,16,8,0.5235,0,charliehebdo,553113395487330304
7,8,36,9,0.4876,0,charliehebdo,553113509152952321
4,5,9,3,0.4354,0,charliehebdo,553113536625664000
4,9,16,3,0.5011,0,charliehebdo,553113938091462656
0,0,1,1,0.0,0,charliehebdo,553113944219320320
4,4,9,7,0.2018,0,charliehebdo,553114158989074432
3,17,21,7,0.4277,0,charliehebdo,553114307383541761
2,7,9,4,0.0039,0,charliehebdo,553115176057065473
3,16,23,10,0.467,0,charliehebdo,553115341338198016
3,16,21,16,0.6069,0,charliehebdo,553115396006764544
1,9,10,7,0.2232,0,charliehebdo,553115926531674112
2,18,21,2,0.1089,0,charliehebdo,553116149333114880
1,10,11,8,0.2064,0,charliehebdo,553116528074575872
13,10,47,6,0.1791,0,charliehebdo,553117423906590720
1,7,8,4,-0.1906,0,charliehebdo,553117500410716160
6,9,26,10,0.4537,0,charliehebdo,553117623568068608
1,1,2,1,0.0,0,charliehebdo,553117778870169600
1,11,12,3,0.3421,0,charliehebdo,553117857609809920
2,15,17,3,0.1176,0,charliehebdo,553118212813246464
1,9,10,5,0.3333,0,charliehebdo,553118384540643328
1,8,9,6,0.1665,0,charliehebdo,553118438332571648
6,10,27,1,0.4262,0,charliehebdo,553119235904643072
2,5,7,3,-0.0158,0,charliehebdo,553119505887395840
1,13,14,1,0.2396,0,charliehebdo,553120696910364673
4,17,23,15,0.5642,0,charliehebdo,553120849231089664
1,3,4,2,-0.2584,0,charliehebdo,553121522769219584
1,19,20,18,0.1196,0,charliehebdo,553121581187485696
2,7,12,4,-0.0493,0,charliehebdo,553122276913471488
2,17,21,17,0.6163,0,charliehebdo,553122359398260736
3,4,8,4,0.3774,0,charliehebdo,553123078541434880
1,15,16,5,0.3008,0,charliehebdo,553123958602862593
1,5,6,3,-0.0419,0,charliehebdo,553124563266306048
0,0,1,1,0.0,0,charliehebdo,553124783043649537
1,19,20,11,0.1819,0,charliehebdo,553124985137815552
1,4,5,2,-0.0366,0,charliehebdo,553124985900785666
9,9,37,19,0.333,0,charliehebdo,553125301090525185
2,8,10,1,0.2989,0,charliehebdo,553125364520992768
1,1,2,1,0.0,0,charliehebdo,553125384246804480
2,16,20,4,0.3987,0,charliehebdo,553126044375732224
2,14,16,10,0.309,0,charliehebdo,553126072905383936
1,6,7,3,0.0977,0,charliehebdo,553126492579053568
0,0,1,1,0.0,0,charliehebdo,553126517027262465
2,17,20,8,0.3458,0,charliehebdo,553126517187047424
2,3,7,1,0.1598,0,charliehebdo,553126953268834304
4,12,21,4,0.197,0,charliehebdo,553127086706397185
4,6,11,10,0.1082,0,charliehebdo,553127274829328385
2,17,20,15,0.3268,0,charliehebdo,553127508150071297
8,10,22,3,0.5521,0,charliehebdo,553127546129117184
3,19,24,16,0.019,0,charliehebdo,553127632947396609
1,10,11,6,0.3964,0,charliehebdo,553127899033640960
18,12,74,2,0.7703,0,charliehebdo,553128245420257280
8,7,26,10,0.1744,0,charliehebdo,553128325217275905
1,2,3,3,-0.5378,0,charliehebdo,553128548526227456
1,1,2,1,0.0,0,charliehebdo,553129117215100928
2,6,9,3,-0.0161,0,charliehebdo,553129378969047043
1,2,3,1,-0.5834,0,charliehebdo,553129478008758272
4,15,22,11,0.0671,0,charliehebdo,553129811850559488
1,1,2,1,0.0,0,charliehebdo,553130475032563712
4,15,24,6,0.5973,0,charliehebdo,553131554743287808
2,1,3,3,-0.2301,0,charliehebdo,553131557892804609
3,10,15,13,0.3445,0,charliehebdo,553131566172737536
1,8,9,4,0.273,0,charliehebdo,553131713376047104
3,17,22,13,0.5384,0,charliehebdo,553131763468603392
2,17,20,8,0.2554,0,charliehebdo,553131791553667072
1,4,5,1,0.2258,0,charliehebdo,553131797379551232
3,6,11,8,0.1426,0,charliehebdo,553132534771744768
9,15,30,11,0.6212,0,charliehebdo,553132714446950400
2,7,9,4,0.1656,0,charliehebdo,553132819237462016
6,18,27,14,0.5466,0,charliehebdo,553133048611753984
10,4,20,8,0.2765,0,charliehebdo,553133340795363328
1,9,10,9,0.0976,0,charliehebdo,553134790925619201
2,19,21,21,0.031,0,charliehebdo,553135106609922049
3,6,13,5,0.5162,0,charliehebdo,553135255583219712
4,19,23,20,0.4664,0,charliehebdo,553135802495270913
2,7,10,2,0.1931,0,charliehebdo,553135886859534336
2,5,7,4,-0.0439,0,charliehebdo,553135991083769856
0,0,1,1,0.0,0,charliehebdo,553136053112950785
3,25,31,15,0.48,0,charliehebdo,553136237083889664
19,6,46,3,0.6361,0,charliehebdo,553136990787342336
0,0,1,1,0.0,0,charliehebdo,553137068688543744
2,15,20,9,0.2352,0,charliehebdo,553137476135432194
10,12,23,6,0.629,0,charliehebdo,553137557601812480
5,8,20,9,0.2811,0,charliehebdo,553137601457426433
1,8,9,5,0.4436,0,charliehebdo,553137713163943936
2,8,11,2,0.3205,0,charliehebdo,553138330557108224
1,1,2,2,0.0,0,charliehebdo,553138598980370433
1,10,11,7,0.1392,0,charliehebdo,553139058827096064
1,11,12,6,0.4208,0,charliehebdo,553139285717950465
0,0,1,1,0.0,0,charliehebdo,553139515171557376
1,1,2,1,0.0,0,charliehebdo,553139573019406336
1,8,9,7,0.2709,0,charliehebdo,553140194606469121
4,9,19,8,0.5229,0,charliehebdo,553140461540343808
1,15,16,8,0.3069,0,charliehebdo,553140613051215873
6,15,24,15,-0.1442,0,charliehebdo,553141935482093568
5,9,24,12,0.4651,0,charliehebdo,553142344166301696
1,8,9,5,0.0295,0,charliehebdo,553143017922912256
5,8,21,1,0.2935,0,charliehebdo,553143179038715904
1,5,6,4,0.2671,0,charliehebdo,553143415899451393
1,4,5,4,-0.1596,0,charliehebdo,553143519536500738
12,8,101,9,0.6801,0,charliehebdo,553143905039159297
1,8,9,2,0.2892,0,charliehebdo,553143987377561600
1,4,5,3,-0.1385,0,charliehebdo,553144384737525762
3,12,20,4,0.3959,0,charliehebdo,553144428584398850
1,5,6,5,-0.0877,0,charliehebdo,553144448452792321
2,8,13,10,0.4894,0,charliehebdo,553144889811402752
1,2,3,3,-0.2555,0,charliehebdo,553144928721973248
6,16,25,14,0.4835,0,charliehebdo,553144964168036352
1,1,2,2,0.0,0,charliehebdo,553145034720030720
1,14,15,5,0.1127,0,charliehebdo,553145130354765824
2,12,14,4,0.2478,0,charliehebdo,553145137086607360
3,7,10,4,0.3352,0,charliehebdo,553145236268916736
4,12,25,14,0.459,0,charliehebdo,553145422097969152
2,11,14,10,0.3211,0,charliehebdo,553145603665186816
1,1,2,1,0.0,0,charliehebdo,553145690424344576
1,5,6,5,0.2937,0,charliehebdo,553145736045801472
5,13,26,20,0.6508,0,charliehebdo,553145755079569408
5,10,29,7,0.4787,0,charliehebdo,553145759961714688
2,6,8,4,0.041,0,charliehebdo,553145830761594880
8,5,16,3,0.571,0,charliehebdo,553145859089920000
0,0,1,1,0.0,0,charliehebdo,553146117685522433
3,14,20,11,0.2532,0,charliehebdo,553146248652681217
1,6,7,4,0.0333,0,charliehebdo,553146494271094784
2,4,6,2,0.1782,0,charliehebdo,553146691344695297
2,16,20,15,-0.0196,0,charliehebdo,553147034707165185
1,7,8,6,0.2824,0,charliehebdo,553147120942084096
3,12,16,13,-0.0,0,charliehebdo,553147341470203906
4,14,23,12,0.4813,0,charliehebdo,553147368913506304
1,2,3,2,-0.0737,0,charliehebdo,553148339160907776
5,17,25,11,0.5752,0,charliehebdo,553148844574511104
11,17,37,6,0.5899,0,charliehebdo,553148900811759617
6,9,23,9,0.3623,0,charliehebdo,553148926459920386
9,12,31,12,0.5154,0,charliehebdo,553148970651107329
4,11,19,5,0.4802,0,charliehebdo,553148984509100032
1,1,2,2,0.0,0,charliehebdo,553149163181838336
1,9,10,3,0.214,0,charliehebdo,553149253363576832
2,16,18,7,0.5573,0,charliehebdo,553149347777753088
1,11,12,4,0.3122,0,charliehebdo,553149508637708288
2,18,22,19,0.4479,0,charliehebdo,553149880693456896
1,1,2,1,0.0,0,charliehebdo,553151132949053440
1,17,18,15,0.3097,0,charliehebdo,553151201253294080
1,6,7,5,0.0197,0,charliehebdo,553151328009351169
1,13,14,5,0.2892,0,charliehebdo,553151506556653568
1,9,10,8,0.188,0,charliehebdo,553151670796820480
0,0,1,1,0.0,0,charliehebdo,553151691512492033
5,10,21,11,0.5251,0,charliehebdo,553151700950065152
2,14,16,7,0.26,0,charliehebdo,553151749008424960
2,2,4,3,0.1325,0,charliehebdo,553151804046082048
2,11,20,6,0.4599,0,charliehebdo,553151980928262144
0,0,1,1,0.0,0,charliehebdo,553152208691539968
3,14,20,13,0.341,0,charliehebdo,553152400832606208
1,3,4,3,-0.201,0,charliehebdo,553152448077258753
4,16,22,9,0.4315,0,charliehebdo,553152515701612544
4,14,20,14,0.3255,0,charliehebdo,553152675014246400
5,5,11,2,0.0565,0,charliehebdo,553152831050362882
16,9,32,4,0.6349,0,charliehebdo,553153073481535489
10,8,37,4,0.5065,0,charliehebdo,553153190859141120
13,9,33,8,0.6857,0,charliehebdo,553153731471364096
1,7,8,3,0.0911,0,charliehebdo,553153740925304832
1,12,13,5,0.2158,0,charliehebdo,553155289235881984
1,5,6,4,0.3153,0,charliehebdo,553155430055440384
1,11,12,4,0.2685,0,charliehebdo,553155988917075968
10,9,21,11,0.0307,0,charliehebdo,553156573607251968
1,4,5,3,0.2158,0,charliehebdo,553156988356820992
4,17,22,13,0.5278,0,charliehebdo,553157114156560385
1,5,6,2,-0.1056,0,charliehebdo,553157352091025408
3,14,21,6,0.3826,0,charliehebdo,553157384714342400
2,7,10,8,0.4058,0,charliehebdo,553157600225677312
3,18,25,18,0.5455,0,charliehebdo,553157600704204800
8,13,30,1,0.4658,0,charliehebdo,553157744061325312
1,19,20,20,-0.1638,0,charliehebdo,553157857215262721
1,15,16,1,0.3403,0,charliehebdo,553158824979619840
1,5,6,6,-0.3619,0,charliehebdo,553158826435018752
2,5,7,3,0.0863,0,charliehebdo,553159290987364352
1,1,2,1,0.0,0,charliehebdo,553159409476837376
1,10,11,7,0.3239,0,charliehebdo,553159439457341442
2,19,23,22,0.6408,0,charliehebdo,553159773555023872
5,15,25,20,0.4902,0,charliehebdo,553159810179661826
1,3,4,1,-0.5904,0,charliehebdo,553160213839486976
8,8,34,18,0.5659,0,charliehebdo,553160244847984640
1,9,10,8,0.1561,0,charliehebdo,553160898399834112
1,5,6,5,0.1349,0,charliehebdo,553160909208559616
2,6,8,6,0.1805,0,charliehebdo,553161360503500801
1,5,6,4,-0.226,0,charliehebdo,553161401733496832
4,7,15,1,0.2293,0,charliehebdo,553161458931236864
2,10,12,3,0.2639,0,charliehebdo,553161476928978944
5,12,26,19,0.56,0,charliehebdo,553161912968417280
15,8,54,2,0.2606,0,charliehebdo,553162401940770816
7,12,35,23,0.4845,0,charliehebdo,553162459885096962
2,17,20,11,0.2006,0,charliehebdo,553162589744926720
3,14,19,2,0.2414,0,charliehebdo,553162815402672128
2,15,18,2,0.4941,0,charliehebdo,553163190138580992
6,15,26,7,0.4407,0,charliehebdo,553163210715844608
3,13,16,8,0.36,0,charliehebdo,553163344577064960
2,16,18,13,0.5315,0,charliehebdo,553163722378977282
1,10,11,8,0.2523,0,charliehebdo,553163862707818496
9,7,42,12,0.4254,0,charliehebdo,553164185006534656
2,18,20,18,0.2221,0,charliehebdo,553164303650799616
3,5,11,3,0.3812,0,charliehebdo,553164381673259008
1,17,18,15,0.1675,0,charliehebdo,553164722380742656
3,5,13,12,0.2366,0,charliehebdo,553165231275663361
1,9,10,8,0.2564,0,charliehebdo,553165418639413248
19,10,43,19,-0.0553,0,charliehebdo,553165538499641344
3,6,9,3,-0.004,0,charliehebdo,553165824979386368
6,16,31,10,0.4798,0,charliehebdo,553166152344829952
5,9,38,11,0.5757,0,charliehebdo,553166766977740801
5,7,14,3,0.5179,0,charliehebdo,553166907596365824
5,4,9,3,0.2396,0,charliehebdo,553168646051475456
4,19,24,11,0.287,0,charliehebdo,553168698677030913
